algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.12195268100000006,3.3060109289617485,22.375,2061,33,3730,Continuous,,0,65,3730,13,stationA3,145,2420,1318,65,1,609.057413,SatDddSclTotalizer,0.473237659,ok,0.595189294,16,47,6,3730
0.07557443,3.324275362318841,19.214284896850586,1175,33,3516,Continuous,,0,72,3516,16,stationA4,123,1835,987,72,1,252.603245,SatDddSclTotalizer,0.166080206,ok,0.241653596,14,46,14,3516
0.117953912,3.3586497890295357,19.25,876,33,3306,Continuous,,0,59,3306,21,stationA5,152,1592,824,59,1,365.13485,SatDddSclTotalizer,0.232924183,ok,0.350877214,12,44,3,3306
0.020342716,2.130718954248366,18.625,307,33,2149,Continuous,,0,43,2149,11,stationA6,35,652,252,43,1,27.95326,SatDddSclTotalizer,0.006478174,ok,0.026820153,8,17,14,2149
0.028335076,2.5619047619047617,12.625,126,33,1762,Continuous,,0,53,1762,7,stationA7,23,538,265,53,1,44.73206,SatDddSclTotalizer,0.01448136,ok,0.042815719,8,14,28,1762
16.451385731000002,7.446866485013624,19.88888931274414,4862,33,,Continuous,,0,49,29848,37,stationA8,1190,8199,4390,49,1,120283.612843,SatDddSclTotalizer,103.83222857,timeout,120.283612843,27,43,0,30810
1.544073237000001,4.214111922141119,20.049999237060547,2616,33,8176,Continuous,,0,61,8176,21,stationA9,333,3464,1918,61,1,1811.874019,SatDddSclTotalizer,6.666014486,ok,8.210086263,20,48,0,8176
0.3637220160000001,3.5937007874015747,18.176469802856445,1632,33,7272,Continuous,,0,61,7272,21,stationA10,238,2282,1187,61,1,1370.272263,SatDddSclTotalizer,0.96192601,ok,1.32564694,17,48,0,7272
30.67421800400001,7.672966310599835,20.482759475708008,6144,33,,Continuous,,0,48,17601,76,stationA11,1436,9338,4863,48,1,141489.494729,SatDddSclTotalizer,110.815279726,timeout,141.489494729,29,45,0,23468
,,21.714284896850586,6393,33,,Continuous,,0,,,,stationA12,,,,,,,SatDddSclTotalizer,,oom,,28,,,
,,,,,,cont,124,,,,,stationB1,,,,,,,sat_ddd_scl_totalizer,,external_timeout,,,,,
