algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.346413677,2.238396624472574,19.25,876,33,2773,Continuous,,,28,57,2773,14,trackA5,56,1061,445,57,1,628.709719,SatDddScl,0.233192919,ok,0.579605839,12,29,16,2773
0.072593036,2.1372549019607843,18.625,307,33,1760,Continuous,,,29,62,1760,8,trackA6,19,654,298,62,1,119.984475,SatDddScl,0.039784416,ok,0.112376873,8,11,40,1760
0.063489387,2.880952380952381,12.625,126,33,1393,Continuous,,,30,71,1393,10,trackA7,27,605,326,71,1,140.587366,SatDddScl,0.070759946,ok,0.134248708,8,17,43,1393
,,19.88888931274414,4862,33,,Continuous,,,31,,,,trackA8,,,,,,,SatDddScl,,oom,,27,,,
4.0538468729999995,3.3905109489051095,20.049999237060547,2616,33,6955,Continuous,,,32,54,6955,16,trackA9,263,2787,1385,54,1,9079.817644,SatDddScl,4.5376346850000004,ok,8.591480764,20,40,1,6955
0.409474926,2.1858267716535433,18.176469802856445,1632,33,4812,Continuous,,,33,36,4812,12,trackA10,102,1388,498,36,1,628.475367,SatDddScl,0.165511081,ok,0.574985249,17,22,1,4812
,,20.482759475708008,6144,33,,Continuous,,,34,,,,trackA11,,,,,,,SatDddScl,,oom,,29,,,
,,21.714284896850586,6393,33,,Continuous,,,35,,,,trackA12,,,,,,,SatDddScl,,oom,,28,,,
0.060320973,1.8598130841121496,17.33333396911621,2022,25,1507,Continuous,,,36,37,1507,6,trackB1,51,1194,398,37,1,85.353493,SatDddScl,0.019144835,ok,0.07946502,18,11,15,1507
0.11845876899999999,2.065359477124183,14.800000190734863,87,25,5004,Continuous,,,37,38,5004,6,trackB2,22,316,113,38,1,185.025591,SatDddScl,0.051568041,ok,0.170025901,5,14,11,5004
0.031769907,3.601156069364162,16.799999237060547,136,20,596,Continuous,,,38,73,596,12,trackB3,50,623,352,73,1,54.152501,SatDddScl,0.019657481,ok,0.051426783,5,30,33,596
7.486416707999999,2.1246200607902734,15.949999809265137,2246,25,61031,Continuous,,,39,33,61031,11,trackB4,103,1398,430,33,1,11588.457673,SatDddScl,3.269340209,ok,10.755755744,20,17,0,61031
0.5232346670000001,6.890710382513661,17.799999237060547,136,25,2490,Continuous,,,40,129,2490,25,trackB5,128,1261,842,129,1,1826.109316,SatDddScl,1.23765604,ok,1.760890058,5,62,55,2490
0.014566989,1.8089171974522293,15.199999809265137,93,25,209,Continuous,,,41,44,209,4,trackB6,6,284,107,44,1,17.912732,SatDddScl,0.002773382,ok,0.017339741,5,2,34,209
12.449409152000001,1.9457671957671958,15.25,2865,25,56761,Continuous,,,42,32,56761,10,trackB7,91,1471,447,32,1,19020.636584,SatDddScl,4.82915035,ok,17.278558712,24,15,1,56761
0.1005691,2.1870503597122304,13.399999618530273,72,25,1906,Continuous,,,43,48,1906,5,trackB8,9,304,133,48,1,153.750144,SatDddScl,0.041522754,ok,0.142091269,5,4,33,1906
0.161558924,2.6192893401015227,13.571428298950195,150,25,8874,Continuous,,,44,31,8874,11,trackB9,48,516,195,31,1,214.736156,SatDddScl,0.032748346,ok,0.194306449,7,15,2,8874
0.115474679,1.5508021390374331,12.857142448425293,126,25,6912,Continuous,,,45,49,6912,3,trackB10,4,290,89,49,1,187.703463,SatDddScl,0.059121416,ok,0.174595478,7,1,35,6912
11.794606651999999,1.850314465408805,15.399999618530273,3202,25,69208,Continuous,,,46,32,69208,9,trackB11,72,1471,452,32,1,19558.557945,SatDddScl,7.034463023,ok,18.829068592,25,14,1,69208
2.131123797,1.9807692307692308,16.214284896850586,970,25,19676,Continuous,,,47,27,19676,12,trackB12,70,927,259,27,1,2842.458134,SatDddScl,0.434247043,ok,2.565369938,14,12,0,19676
13.972164541999994,4.399034593724859,20.931034088134766,5915,33,14121,Continuous,,,48,54,14121,16,stationA1,547,5468,3026,54,1,50508.593453,SatDddScl,37.545379459,ok,51.517543109,29,40,0,14121
,,19.0,3735,33,,Continuous,,,49,,,,stationA2,,,,,,,SatDddScl,,oom,,25,,,
1.769352777,3.5368852459016393,22.375,2061,33,3730,Continuous,,,50,69,3730,15,stationA3,158,2589,1467,69,1,3219.165544,SatDddScl,1.304754017,ok,3.07410593,16,48,9,3730
0.5773728419999999,3.2010869565217392,19.214284896850586,1175,33,3516,Continuous,,,51,74,3516,14,stationA4,107,1767,983,74,1,1131.503861,SatDddScl,0.495197106,ok,1.072569374,14,49,13,3516
0.6067360309999998,2.7447257383966246,19.25,876,33,3306,Continuous,,,52,49,3306,20,stationA5,113,1301,572,49,1,1190.200909,SatDddScl,0.48318831,ok,1.089923747,12,35,2,3306
0.067678813,2.0326797385620914,18.625,307,33,2149,Continuous,,,53,48,2149,9,stationA6,28,622,236,48,1,94.694451,SatDddScl,0.020249776,ok,0.087928087,8,12,24,2149
0.075529785,2.376190476190476,12.625,126,33,1762,Continuous,,,54,46,1762,8,stationA7,23,499,225,46,1,118.949799,SatDddScl,0.034341488,ok,0.109870722,8,11,24,1762
,,19.88888931274414,4862,33,,Continuous,,,55,,,,stationA8,,,,,,,SatDddScl,,oom,,27,,,
3.282281729,3.546228710462287,20.049999237060547,2616,33,8176,Continuous,,,56,48,8176,16,stationA9,263,2915,1492,48,1,6156.573455,SatDddScl,2.434773906,ok,5.717054683,20,35,0,8176
2.7435868709999998,2.826771653543307,18.176469802856445,1632,33,7272,Continuous,,,57,53,7272,17,stationA10,147,1795,836,53,1,4181.958569,SatDddScl,2.41144024,ok,5.155026342,17,36,4,7272
,,,,,,cont,124,external_timeout,58,,,,stationA11,,,,,,151745,sat_ddd_scl,,external_timeout,151.745,,,,
,,21.714284896850586,6393,33,,Continuous,,,59,,,,stationA12,,,,,,,SatDddScl,,oom,,28,,,
1.8697122529999999,3.722741433021807,17.33333396911621,2022,25,5016,Continuous,,,60,55,5016,15,stationB1,182,2390,1322,55,1,4806.182475,SatDddScl,2.705602221,ok,4.57531369,18,40,2,5016
0.135701878,2.065359477124183,14.800000190734863,87,25,4837,Continuous,,,61,34,4837,5,stationB2,17,316,113,34,1,199.679584,SatDddScl,0.044958227,ok,0.180659306,5,8,13,4837
0.023659957,3.601156069364162,16.799999237060547,136,20,674,Continuous,,,62,45,674,13,stationB3,59,623,310,45,1,32.674199,SatDddScl,0.007442436,ok,0.031101801,5,23,12,674
,,,,,,cont,134,aborted,63,,,,stationB4,,,,,,111887,sat_ddd_scl,,aborted,111.887,,,,
1.0175908150000001,6.573770491803279,17.799999237060547,136,25,1608,Continuous,,,64,120,1608,22,stationB5,122,1203,758,120,1,2281.560501,SatDddScl,1.2101079399999999,ok,2.227697999,5,45,64,1608
0.020701192,2.1528662420382165,15.199999809265137,93,25,461,Continuous,,,65,51,461,5,stationB6,10,338,153,51,1,27.73558,SatDddScl,0.005569471,ok,0.026270085,5,6,36,461
,,15.25,2865,25,,Continuous,,,66,,,,stationB7,,,,,,,SatDddScl,,oom,,24,,,
0.059624709,2.683453237410072,13.399999618530273,72,25,2300,Continuous,,,67,70,2300,6,stationB8,12,373,198,70,1,92.2145,SatDddScl,0.026458328,ok,0.086082339,5,7,51,2300
0.746666155,3.5786802030456855,13.571428298950195,150,25,12006,Continuous,,,68,43,12006,12,stationB9,63,705,362,43,1,1127.5412,SatDddScl,0.29762361,ok,1.044289132,7,28,1,12006
0.111799855,1.4866310160427807,12.857142448425293,126,25,8761,Continuous,,,69,43,8761,4,stationB10,5,278,75,43,1,182.661723,SatDddScl,0.056356656,ok,0.168155894,7,2,27,8761
,,15.399999618530273,3202,25,,Continuous,,,70,,,,stationB11,,,,,,,SatDddScl,,oom,,25,,,
,,16.214284896850586,970,25,,Continuous,,,71,,,,stationB12,,,,,,,SatDddScl,,oom,,14,,,
