algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
26.019691846000004,3.5121654501216546,20.049999237060547,2616,33,9851,Continuous,,,56,108,9851,25,stationA9,147,2887,1512,108,1,34010.287947000004,SatDddSclFreshAddClauses,6.799498079,ok,80.069661,80.069661,32818.372821,32818.372821,32.819189491,20,57,36,9851,1
4.26293603,2.751181102362205,18.176469802856445,1632,33,8099,Continuous,,,57,100,8099,12,stationA10,69,1747,847,100,1,4402.696894,SatDddSclFreshAddClauses,0.016206563,ok,54.348939,54.348939,4274.303747,4274.303747,4.279142261,17,31,55,8099,1
,,20.482759475708008,6144,33,,Continuous,,,58,,,,stationA11,,,,,,35975.453095,SatDddSclFreshAddClauses,,oom,,,,,,29,,,,
,,,,,,cont,134,aborted,59,,,,stationA12,,,,,,121210,sat_ddd_scl_fresh_addclauses,,aborted,,,,,121.21,,,,,
70.11808153,3.730529595015576,17.33333396911621,2022,25,,Continuous,,,60,88,6635,18,stationB1,121,2395,1308,87,1,133865.64041700002,SatDddSclFreshAddClauses,62.02703998,timeout,30.099854999999998,30.099854999999998,,,132.14512123,18,47,33,6740,1
18.995705303,2.457516339869281,14.800000190734863,87,25,4798,Continuous,,,61,70,4798,11,stationB2,18,376,155,70,1,20480.917763,SatDddSclFreshAddClauses,1.126761141,ok,7657.028931,19.46491,20121.708482,20121.708482,20.122466083,5,13,42,4798,1
0.252242941,3.485549132947977,16.799999237060547,136,20,674,Continuous,,,62,115,674,10,stationB3,21,603,346,115,1,296.549415,SatDddSclFreshAddClauses,0.038746776,ok,192.521406,16.398001999999998,290.40198,290.40198,0.29098944,5,12,91,674,1
55.714228881,2.966565349544073,15.949999809265137,2246,25,64883,Continuous,,,63,62,64883,16,stationB4,122,1952,832,62,1,57259.869539,SatDddSclFreshAddClauses,0.011044818,ok,36.639275999999995,36.639275999999995,55724.070433,55724.070433,55.725273316,20,34,11,64883,1
0.589377422,4.781420765027322,17.799999237060547,136,25,1584,Continuous,,,64,68,1584,19,stationB5,72,875,428,68,1,651.6586599999999,SatDddSclFreshAddClauses,0.040273449,ok,29.848751,29.848751,628.764238,628.764238,0.62965058,5,34,22,1584,1
0.030478919,2.0,15.199999809265137,93,25,645,Continuous,,,65,62,645,5,stationB6,6,314,133,62,1,36.39601,SatDddSclFreshAddClauses,0.005021815,ok,15.568928,15.568928,34.829521,34.829521,0.0355004,5,3,48,645,1
,,15.25,2865,25,,Continuous,,,66,,,,stationB7,,,,,,41051.478572,SatDddSclFreshAddClauses,,oom,,,,,,24,,,,
0.158416182,2.158273381294964,13.399999618530273,72,25,2518,Continuous,,,67,74,2518,5,stationB8,7,300,133,74,1,173.720335,SatDddSclFreshAddClauses,0.010843173,ok,41.139451,19.944881000000002,168.15041,168.15041,0.169258775,5,3,57,2518,1
9.099686241999999,4.680203045685279,13.571428298950195,150,25,13830,Continuous,,,68,82,13830,21,stationB9,93,922,395,82,2,9371.175122,SatDddSclFreshAddClauses,0.011515685,ok,33.597111999999996,33.597111999999996,9110.145633,9110.145633,9.111201612,7,44,22,13830,1
0.277717112,1.2192513368983957,12.857142448425293,126,25,9250,Continuous,,,69,35,9250,2,stationB10,3,228,29,35,1,288.78805,SatDddSclFreshAddClauses,0.003615722,ok,15.503323,15.503323,280.498913,280.498913,0.281332538,7,0,20,9250,1
,,15.399999618530273,3202,25,,Continuous,,,70,,,,stationB11,,,,,,58894.30232,SatDddSclFreshAddClauses,,oom,,,,,,25,,,,
106.64136267299999,4.450854700854701,16.214284896850586,970,25,,Continuous,,,71,76,0,49,stationB12,238,2083,775,75,5,131862.481893,SatDddSclFreshAddClauses,16.625447042,timeout,50.646293,50.646293,,,123.266809331,14,64,5,34785,1
