algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,time_to_best_value_ms,time_to_first_solution_ms,time_to_optimality_ms,time_to_prove_best_value_ms,total_time,trains,travel_and_resource_iters,travel_iters,ub,value_trace_version
20.548874883,3.1319388576025746,20.931034088134766,5915,33,16493,Continuous,,,48,92,16493,12,stationA1,197,3893,1923,92,1,25752.682094,SatDddSclFreshAddClauses,4.564568026,ok,92.63051,92.63051,25092.814533999997,25092.814533999997,25.113442295,29,59,17,16493,1
47.772923029999994,4.72,19.0,3735,33,12748,Continuous,,,49,148,12748,42,stationA2,362,4602,2356,148,2,81998.735384,SatDddSclFreshAddClauses,32.593790808,ok,166.751275,166.751275,80365.78096799999,80365.78096799999,80.366713575,25,111,21,12748,1
55.253645555999995,4.050546448087432,22.375,2061,33,5387,Continuous,,,50,116,5387,16,stationA3,128,2965,1760,116,1,84942.47390699999,SatDddSclFreshAddClauses,28.638538189,ok,49.981743,49.981743,83891.463273,83891.463273,83.892183433,16,54,48,5387,1
0.590173049,1.9764492753623188,19.214284896850586,1175,33,3939,Continuous,,,51,57,3939,7,stationA4,30,1091,420,57,1,673.5485060000001,SatDddSclFreshAddClauses,0.059991641,ok,25.963349,25.963349,649.471944,649.471944,0.650164274,14,11,33,3939,1
3.5523210240000003,2.7320675105485233,19.25,876,33,4176,Continuous,,,52,75,4176,15,stationA5,58,1295,597,75,2,4111.499393,SatDddSclFreshAddClauses,0.472748782,ok,26.472547,26.472547,4024.307106,4024.307106,4.025069465,12,32,28,4176,1
0.093975495,1.434640522875817,18.625,307,33,2528,Continuous,,,53,50,2528,4,stationA6,6,439,109,50,1,102.714721,SatDddSclFreshAddClauses,0.004919152,ok,19.29995,19.29995,98.40875,98.40875,0.098894318,8,2,35,2528,1
0.233543577,1.8904761904761904,12.625,126,33,2725,Continuous,,,54,67,2725,4,stationA7,10,397,149,67,1,249.30873,SatDddSclFreshAddClauses,0.008593409,ok,18.654112,18.654112,241.47801099999998,241.47801099999998,0.242136673,8,5,49,2725,1
,,19.88888931274414,4862,33,,Continuous,,,55,,,,stationA8,,,,,,26369.920757,SatDddSclFreshAddClauses,,oom,,,,,,27,,,,
27.022240650999997,3.5121654501216546,20.049999237060547,2616,33,9851,Continuous,,,56,108,9851,25,stationA9,147,2887,1512,108,1,34904.127591,SatDddSclFreshAddClauses,6.995441886,ok,83.177058,83.177058,34016.149511,34016.149511,34.017682106,20,57,36,9851,1
4.126059156,2.751181102362205,18.176469802856445,1632,33,8099,Continuous,,,57,100,8099,12,stationA10,69,1747,847,100,1,4262.218044,SatDddSclFreshAddClauses,0.016154349,ok,52.206416,52.206416,4141.666279,4141.666279,4.14221306,17,31,55,8099,1
,,20.482759475708008,6144,33,,Continuous,,,58,,,,stationA11,,,,,,38078.526009,SatDddSclFreshAddClauses,,oom,,,,,,29,,,,
,,,,,,cont,134,aborted,59,,,,stationA12,,,,,,112948,sat_ddd_scl_fresh_addclauses,,aborted,,,,,112.948,,,,,
68.42861348400001,3.730529595015576,17.33333396911621,2022,25,,Continuous,,,60,87,6530,18,stationB1,121,2395,1308,86,1,127679.647355,SatDddSclFreshAddClauses,57.576684037,timeout,33.334143,33.334143,,,126.005297258,18,47,33,6740,1
19.644113038,2.457516339869281,14.800000190734863,87,25,4798,Continuous,,,61,70,4798,11,stationB2,18,376,155,70,1,21170.866738,SatDddSclFreshAddClauses,1.157189214,ok,7906.503707,18.543672,20798.97046,20798.97046,20.801301889,5,13,42,4798,1
0.262744381,3.485549132947977,16.799999237060547,136,20,674,Continuous,,,62,115,674,10,stationB3,21,603,346,115,1,308.737614,SatDddSclFreshAddClauses,0.041615199,ok,198.81251799999998,18.179966,303.450355,303.450355,0.304359259,5,12,91,674,1
56.887310332999995,2.966565349544073,15.949999809265137,2246,25,64883,Continuous,,,63,62,64883,16,stationB4,122,1952,832,62,1,58736.328643,SatDddSclFreshAddClauses,0.012189804,ok,66.0692,66.0692,56896.190337,56896.190337,56.899499784,20,34,11,64883,1
0.604684614,4.781420765027322,17.799999237060547,136,25,1584,Continuous,,,64,68,1584,19,stationB5,72,875,428,68,1,666.93094,SatDddSclFreshAddClauses,0.039774533,ok,28.375465,28.375465,643.796685,643.796685,0.644458837,5,34,22,1584,1
0.035161504999999996,2.0,15.199999809265137,93,25,645,Continuous,,,65,62,645,5,stationB6,6,314,133,62,1,43.477463,SatDddSclFreshAddClauses,0.007181534,ok,18.954034,18.954034,41.710128,41.710128,0.04234271,5,3,48,645,1
,,15.25,2865,25,,Continuous,,,66,,,,stationB7,,,,,,39305.152343,SatDddSclFreshAddClauses,,oom,,,,,,24,,,,
0.168154895,2.158273381294964,13.399999618530273,72,25,2518,Continuous,,,67,74,2518,5,stationB8,7,300,133,74,1,184.132717,SatDddSclFreshAddClauses,0.010700998,ok,44.392959000000005,19.875428,177.98624900000002,177.98624900000002,0.178855588,5,3,57,2518,1
8.945042542,4.680203045685279,13.571428298950195,150,25,13830,Continuous,,,68,82,13830,21,stationB9,93,922,395,82,2,9224.406564,SatDddSclFreshAddClauses,0.011778628,ok,35.073555,35.073555,8956.10731,8956.10731,8.95682084,7,44,22,13830,1
0.294432182,1.2192513368983957,12.857142448425293,126,25,9250,Continuous,,,69,35,9250,2,stationB10,3,228,29,35,1,307.532595,SatDddSclFreshAddClauses,0.004081438,ok,16.426583,16.426583,297.626933,297.626933,0.298513345,7,0,20,9250,1
,,15.399999618530273,3202,25,,Continuous,,,70,,,,stationB11,,,,,,59926.693049,SatDddSclFreshAddClauses,,oom,,,,,,25,,,,
109.266013922,4.450854700854701,16.214284896850586,970,25,,Continuous,,,71,76,0,49,stationB12,238,2083,775,75,5,134785.79514200002,SatDddSclFreshAddClauses,16.779433258,timeout,53.220222,53.220222,,,126.045446801,14,64,5,34785,1
