algorithm_time,avg_time_points,avg_tracks,conflicting_visit_pairs,conflicts,cost,delay_cost_type,exit_code,external_status,index,iterations,lb,max_time_points,name,num_conflicts,num_time_points,num_traveltime,objective_iters,resource_iters,sol_time,solver_name,solver_time,status,total_time,trains,travel_and_resource_iters,travel_iters,ub
0.022752603000000003,1.5148833467417537,20.931034088134766,5915,33,6966,Continuous,,,0,97,6966,11,origA1,44,1883,534,97,1,39.244214,SatDddSclTotalizer,0.014924214,ok,0.037676116,29,27,56,6966
0.09347923000000001,2.363779527559055,18.176469802856445,1632,33,5905,Continuous,,,1,66,5905,13,origA10,78,1501,706,66,1,138.688958,SatDddSclTotalizer,0.040724153,ok,0.134202865,17,37,16,5905
0.9449708300000002,2.1975409836065576,19.83333396911621,6162,33,8310,Continuous,,,2,106,8310,19,origA11,246,2681,1014,106,2,1695.856129,SatDddSclTotalizer,0.736015087,ok,1.680985149,30,63,28,8310
2.701890732,2.016881028938907,21.714284896850586,6393,33,9606,Continuous,,,3,77,9606,9,origA12,122,2509,1021,77,1,2989.592874,SatDddSclTotalizer,0.270171748,ok,2.972061739,28,42,21,9606
0.571727365,2.04,19.0,3735,33,7412,Continuous,,,4,92,7412,16,origA2,116,1989,802,92,1,807.613374,SatDddSclTotalizer,0.223912718,ok,0.795639336,25,51,39,7412
0.026736454999999996,1.796448087431694,22.375,2061,33,2845,Continuous,,,5,121,2845,12,origA3,49,1315,477,121,2,48.583033,SatDddSclTotalizer,0.020720273,ok,0.047456158,16,29,78,2845
0.024811541000000006,2.0942028985507246,19.214284896850586,1175,33,3029,Continuous,,,6,91,3029,8,origA4,35,1156,518,91,1,77.963168,SatDddSclTotalizer,0.050401002,ok,0.075211903,14,24,55,3029
0.011876082999999999,2.0042194092827006,19.25,876,33,2999,Continuous,,,7,65,2999,9,origA5,41,950,390,65,1,21.034825,SatDddSclTotalizer,0.008051578,ok,0.019927092,12,22,31,2999
0.0037558220000000007,1.803921568627451,18.625,307,33,2068,Continuous,,,8,75,2068,6,origA6,11,552,216,75,1,9.081706,SatDddSclTotalizer,0.004958278,ok,0.008713595,8,7,57,2068
0.010155282999999998,3.5761904761904764,12.625,126,33,2128,Continuous,,,9,116,2128,11,origA7,30,751,461,116,1,29.178953,SatDddSclTotalizer,0.018025287,ok,0.02818008,8,19,87,2128
